,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary,prediction
7460,0.64,0.63,3,156,6,1,0,0,support,low,0.053642914
7461,0.65,0.89,4,204,8,1,0,0,support,low,0.625
7462,0.69,0.78,5,131,8,0,0,0,support,low,0.053642914
7463,0.93,0.74,5,248,8,1,0,0,support,low,0.053642914
7464,0.55,0.52,4,168,8,0,0,0,support,low,0.053642914
7465,0.75,0.87,4,146,8,1,0,0,support,low,0.625
7466,0.72,0.88,5,216,10,1,0,0,support,medium,0.625
7467,0.59,0.92,3,203,10,0,0,0,support,medium,0.625
7468,0.98,0.49,3,199,10,0,0,0,technical,medium,0.053642914
7469,0.39,0.52,2,102,8,0,0,0,technical,medium,0.053642914
7470,0.93,0.87,4,139,8,0,0,0,technical,medium,0.625
7471,0.71,0.97,5,208,8,1,0,0,management,medium,0.625
7472,0.49,0.54,4,215,4,0,0,0,IT,medium,0.028291271
7473,0.63,0.93,4,233,3,0,0,0,IT,medium,0.028291271
7474,0.45,0.64,3,169,10,0,0,0,IT,medium,0.053642914
7475,0.77,0.64,3,190,10,1,0,0,IT,medium,0.053642914
7476,0.77,0.63,4,236,7,0,0,0,IT,medium,0.053642914
7477,0.5,0.92,4,266,7,0,0,0,product_mng,medium,0.625
7478,0.45,0.42,4,156,7,0,0,0,product_mng,high,0.053642914
7479,0.81,0.47,4,153,7,0,0,0,product_mng,low,0.053642914
7480,0.47,0.76,6,174,10,0,0,0,IT,medium,0.053642914
7481,0.25,0.89,4,154,10,0,0,0,management,high,0.625
7482,0.89,0.55,5,251,10,0,0,0,management,high,0.053642914
7483,0.97,0.57,3,164,10,0,0,0,management,high,0.053642914
7484,0.6,0.65,2,225,10,0,0,0,management,high,0.053642914
7485,0.67,0.72,2,134,10,0,0,0,management,high,0.053642914
7486,0.89,0.77,3,144,3,0,0,0,management,high,0.028291271
7487,0.6,0.91,5,211,3,0,0,0,sales,low,0.028291271
7488,0.64,0.79,4,139,3,0,0,0,sales,low,0.028291271
7489,0.56,0.98,5,171,3,1,0,0,sales,low,0.028291271
7490,0.6,0.9,4,260,2,0,0,0,sales,medium,0.028291271
7491,0.17,0.66,6,224,3,0,0,0,sales,medium,0.028291271
7492,0.44,0.41,3,125,7,0,0,0,sales,medium,0.053642914
7493,0.51,0.89,4,233,7,0,0,0,sales,medium,0.625
7494,0.86,0.57,3,162,7,0,0,0,sales,medium,0.053642914
7495,0.96,0.48,4,198,7,0,0,0,sales,medium,0.053642914
7496,0.87,0.82,4,198,7,0,0,0,sales,medium,0.625
7497,0.58,0.79,3,243,3,1,0,0,sales,medium,0.028291271
7498,0.24,0.56,4,281,7,0,0,0,sales,medium,0.053642914
7499,0.42,0.8,4,259,7,1,0,0,sales,medium,0.053642914
7500,0.65,0.94,4,184,7,0,0,0,sales,medium,0.625
7501,0.73,0.92,6,189,3,1,0,0,sales,medium,0.028291271
7502,0.52,0.83,5,145,3,0,0,0,sales,medium,0.028291271
7503,0.98,0.44,4,154,6,1,0,0,sales,medium,0.053642914
7504,0.56,0.79,5,248,3,0,0,0,sales,medium,0.028291271
7505,0.97,0.54,3,154,8,1,0,0,sales,medium,0.053642914
7506,0.72,0.92,3,242,8,0,0,0,sales,medium,0.625
7507,0.74,0.78,4,194,8,0,0,0,sales,medium,0.053642914
7508,0.2,0.6,5,261,8,0,0,0,sales,medium,0.053642914
7509,0.73,0.56,3,245,8,0,0,0,sales,medium,0.053642914
7510,0.76,0.79,3,247,3,0,0,0,sales,low,0.028291271
7511,0.65,0.54,4,147,10,0,0,0,sales,low,0.053642914
7512,0.66,0.5,3,139,10,1,0,0,sales,low,0.053642914
7513,0.96,0.97,6,137,10,0,0,0,sales,low,0.625
7514,0.57,0.55,4,177,8,0,0,0,sales,low,0.053642914
7515,0.61,0.82,4,184,8,0,0,0,IT,low,0.625
7516,0.57,0.69,3,212,8,0,0,0,product_mng,low,0.053642914
7517,0.59,0.47,3,159,4,0,0,0,product_mng,low,0.028291271
7518,0.79,0.56,3,149,10,0,0,0,product_mng,low,0.053642914
7519,0.95,0.66,4,223,10,0,0,0,IT,low,0.053642914
7520,0.24,0.81,6,263,7,0,0,0,management,high,0.053642914
7521,0.49,0.52,4,161,7,0,0,0,management,high,0.053642914
7522,0.49,0.68,3,192,7,0,0,0,management,high,0.053642914
7523,0.97,0.51,5,215,7,0,0,0,management,high,0.053642914
7524,0.55,0.78,4,261,3,0,0,0,management,high,0.028291271
7525,0.76,0.56,5,222,10,0,0,0,management,high,0.053642914
7526,0.53,0.99,3,223,10,0,0,0,marketing,low,0.625
7527,0.51,0.86,3,182,10,0,0,0,sales,low,0.625
7528,0.57,0.93,2,204,10,0,0,0,accounting,low,0.625
7529,0.58,0.91,3,195,10,0,0,0,support,low,0.625
7530,0.6,0.98,4,146,10,0,0,0,technical,low,0.625
7531,0.65,0.74,4,233,4,1,0,0,management,low,0.028291271
7532,0.91,0.75,2,147,3,0,0,0,marketing,low,0.028291271
7533,0.65,0.55,3,156,5,0,0,0,marketing,low,0.053642914
7534,0.66,0.9,4,177,7,0,0,0,sales,low,0.625
7535,0.78,0.8,3,135,7,0,0,0,sales,medium,0.053642914
7536,0.82,0.65,5,178,7,1,0,0,sales,medium,0.053642914
7537,0.54,0.64,3,190,7,0,0,0,sales,medium,0.053642914
7538,0.95,0.84,3,240,7,0,0,0,sales,medium,0.625
7539,0.65,0.85,4,172,3,0,0,0,sales,medium,0.028291271
7540,0.83,0.55,3,271,7,0,0,0,sales,medium,0.053642914
7541,0.15,0.6,5,188,7,0,0,0,sales,medium,0.053642914
7542,0.59,0.59,4,197,7,0,0,0,IT,medium,0.053642914
7543,0.99,0.94,5,151,3,0,0,0,product_mng,medium,0.028291271
7544,0.76,0.72,3,263,3,0,0,0,product_mng,medium,0.028291271
7545,0.95,0.75,4,151,3,0,0,0,product_mng,medium,0.028291271
7546,0.69,0.86,5,195,6,0,0,0,management,high,0.625
7547,0.89,0.96,3,179,8,0,0,0,management,high,0.625
7548,0.56,0.39,3,106,8,0,0,0,management,high,0.053642914
7549,0.77,0.68,3,214,8,1,0,0,management,high,0.053642914
7550,0.15,0.75,3,259,8,1,0,0,marketing,high,0.053642914
7551,0.88,0.58,3,145,8,0,0,0,sales,low,0.053642914
7552,0.89,0.86,4,153,3,0,0,0,accounting,low,0.028291271
7553,0.65,0.52,2,117,10,1,0,0,support,low,0.053642914
7554,0.58,0.99,3,207,10,0,0,0,technical,low,0.625
7555,0.56,0.85,3,265,10,1,0,0,management,low,0.625
7556,0.25,0.72,5,279,8,0,0,0,marketing,low,0.053642914
7557,0.87,0.89,4,225,8,0,0,0,marketing,low,0.625
7558,0.62,0.4,3,158,8,1,0,0,marketing,low,0.053642914
7559,0.72,0.75,4,211,4,0,0,0,sales,medium,0.028291271
7560,0.49,0.94,4,175,3,0,0,0,sales,medium,0.028291271
7561,0.57,0.91,4,224,10,0,0,0,sales,medium,0.625
7562,0.63,0.65,3,190,10,0,0,0,sales,medium,0.053642914
7563,0.91,0.63,5,240,7,0,0,0,sales,medium,0.053642914
7564,0.7,0.68,5,225,7,0,0,0,sales,medium,0.053642914
7565,0.66,0.95,5,192,7,0,0,0,sales,medium,0.625
7566,0.77,0.48,5,262,7,0,0,0,IT,medium,0.053642914
7567,0.68,0.97,3,250,3,1,0,0,product_mng,medium,0.028291271
7568,0.34,0.46,3,155,10,0,0,0,product_mng,medium,0.053642914
7569,0.97,0.64,4,238,10,1,0,0,product_mng,medium,0.053642914
7570,0.57,0.75,4,249,10,0,0,0,product_mng,medium,0.053642914
7571,0.66,0.65,3,272,10,0,0,0,IT,medium,0.053642914
7572,0.68,0.67,4,162,10,0,0,0,management,high,0.053642914
7573,0.49,0.78,4,254,10,0,0,0,management,high,0.053642914
7574,0.77,0.89,4,269,10,0,0,0,management,high,0.625
7575,0.77,0.73,3,201,10,0,0,0,management,high,0.053642914
7576,0.59,0.73,4,247,10,0,0,0,management,high,0.053642914
7577,0.41,0.67,6,221,10,0,0,0,marketing,medium,0.053642914
7578,0.94,0.64,5,247,10,0,0,0,sales,medium,0.053642914
7579,0.91,0.61,4,135,10,0,0,0,accounting,medium,0.053642914
7580,0.7,0.84,3,260,4,1,0,0,support,medium,0.028291271
7581,0.22,0.7,4,159,5,0,0,0,management,low,0.053642914
7582,0.2,0.68,5,167,7,0,0,0,marketing,medium,0.053642914
7583,0.9,0.85,3,158,7,0,0,0,marketing,medium,0.625
7584,0.76,0.85,3,180,7,0,0,0,sales,medium,0.625
7585,0.88,0.51,3,211,7,0,0,0,sales,medium,0.053642914
7586,0.31,0.63,4,104,7,1,0,0,sales,medium,0.053642914
7587,0.17,0.66,6,174,3,0,0,0,sales,medium,0.028291271
7588,0.91,0.77,3,195,7,0,0,0,sales,medium,0.053642914
7589,0.97,0.38,5,211,7,1,0,0,sales,medium,0.053642914
7590,0.61,0.77,5,232,7,0,0,0,sales,medium,0.053642914
7591,0.65,0.82,5,265,3,0,0,0,IT,low,0.028291271
7592,0.87,0.73,5,184,3,0,0,0,product_mng,low,0.028291271
7593,0.56,0.71,5,244,3,0,0,0,product_mng,low,0.028291271
7594,0.66,0.78,4,161,6,0,0,0,IT,low,0.053642914
7595,0.15,0.81,5,280,3,1,0,0,RandD,high,0.028291271
7596,0.52,0.69,5,208,8,1,0,0,RandD,low,0.053642914
7597,0.44,0.66,6,134,8,0,0,0,RandD,high,0.053642914
7598,0.7,0.7,3,162,8,0,0,0,RandD,high,0.053642914
7599,0.63,0.52,5,209,8,1,0,0,RandD,low,0.053642914
7600,0.89,0.59,3,265,8,0,0,0,RandD,low,0.053642914
7601,0.96,0.85,4,173,3,0,0,0,marketing,high,0.028291271
7602,0.98,0.99,4,261,10,1,0,0,sales,low,0.625
7603,0.62,0.82,3,204,10,0,0,0,accounting,medium,0.625
7604,0.62,0.73,3,144,10,1,0,0,support,high,0.053642914
7605,0.69,0.43,5,113,8,0,0,0,technical,medium,0.053642914
7606,0.5,0.91,4,144,8,0,0,0,management,medium,0.625
7607,0.71,0.93,5,140,8,0,0,0,marketing,medium,0.625
7608,0.5,0.68,3,245,4,0,0,0,marketing,medium,0.028291271
7609,0.95,0.77,5,199,10,1,0,0,sales,medium,0.053642914
7610,0.17,0.61,6,154,10,1,0,0,sales,medium,0.053642914
7611,0.92,0.68,4,138,7,0,0,0,sales,medium,0.053642914
7612,0.64,0.48,3,147,7,0,0,0,sales,high,0.053642914
7613,0.27,0.42,6,173,7,0,0,0,sales,medium,0.053642914
7614,0.66,0.87,3,223,7,0,0,0,sales,high,0.625
7615,0.93,0.98,4,189,10,0,0,0,sales,medium,0.625
7616,0.58,0.67,5,133,10,0,0,0,technical,medium,0.053642914
7617,0.96,0.6,3,160,10,0,0,0,support,medium,0.053642914
7618,0.69,0.85,3,153,10,0,0,0,support,medium,0.625
7619,0.41,0.38,4,142,10,1,0,0,support,low,0.053642914
7620,0.36,0.41,3,167,10,0,0,0,support,low,0.053642914
7621,0.71,0.78,4,227,2,0,0,0,support,low,0.028291271
7622,0.94,0.9,4,144,4,0,0,0,support,low,0.028291271
7623,0.51,0.76,4,140,3,0,0,0,support,low,0.028291271
7624,0.66,0.89,4,173,4,0,0,0,support,low,0.028291271
7625,0.14,0.58,3,179,5,0,0,0,support,low,0.053642914
7626,0.16,0.96,5,137,5,1,0,0,technical,low,0.625
7627,0.81,0.78,3,165,3,0,0,0,technical,high,0.028291271
7628,0.73,0.94,3,177,3,0,0,0,technical,low,0.028291271
7629,0.62,0.73,3,245,4,0,0,0,IT,low,0.028291271
7630,0.5,0.83,5,258,2,0,0,0,IT,low,0.028291271
7631,0.7,0.88,3,159,2,0,0,0,IT,high,0.028291271
7632,0.53,0.73,3,163,3,1,0,0,IT,low,0.028291271
7633,0.87,0.9,3,174,2,0,0,0,IT,low,0.028291271
7634,0.2,0.53,5,272,5,0,0,0,product_mng,low,0.053642914
7635,0.43,0.76,6,154,2,0,0,0,management,high,0.028291271
7636,0.77,0.86,5,238,3,0,0,0,management,high,0.028291271
7637,0.76,0.98,2,235,3,0,0,0,management,high,0.028291271
7638,0.82,0.9,3,215,4,0,0,0,management,high,0.028291271
7639,0.63,0.98,4,187,3,0,0,0,management,high,0.028291271
7640,0.51,0.75,3,133,3,0,0,0,sales,medium,0.028291271
7641,0.23,0.7,3,123,5,0,0,0,sales,medium,0.053642914
7642,0.63,0.85,4,182,3,1,0,0,sales,high,0.028291271
7643,0.98,0.74,4,151,3,0,0,0,sales,medium,0.028291271
7644,0.16,0.95,6,117,7,0,0,0,sales,medium,0.625
7645,0.54,0.78,3,156,7,0,0,0,sales,medium,0.053642914
7646,0.73,0.48,3,211,7,0,0,0,sales,medium,0.053642914
7647,0.16,0.63,6,286,7,0,0,1,sales,medium,0.053642914
7648,0.57,0.82,5,233,7,0,0,1,sales,medium,0.625
7649,0.88,0.88,4,222,3,1,0,1,sales,medium,0.028291271
7650,0.95,0.81,4,258,7,0,0,1,sales,medium,0.053642914
7651,0.93,0.7,5,231,7,0,0,1,sales,high,0.053642914
7652,0.91,0.58,3,220,7,0,0,1,sales,low,0.053642914
7653,0.77,0.82,4,134,3,0,0,1,sales,low,0.028291271
7654,0.24,0.94,6,141,3,1,0,0,sales,low,0.028291271
7655,0.74,0.74,5,160,3,1,0,0,sales,high,0.028291271
7656,0.89,0.77,5,232,3,0,0,0,sales,low,0.028291271
7657,0.23,0.77,5,272,2,0,0,0,sales,low,0.028291271
7658,0.69,0.66,3,215,6,0,0,0,sales,high,0.053642914
7659,0.52,0.72,4,222,3,0,0,0,sales,low,0.028291271
7660,0.9,0.58,3,244,8,0,0,0,sales,low,0.053642914
7661,0.92,0.63,5,224,8,1,0,0,sales,low,0.053642914
7662,0.72,0.59,5,200,8,1,0,0,sales,low,0.053642914
7663,0.92,0.61,4,143,8,0,0,0,sales,low,0.053642914
7664,0.79,0.86,5,238,8,0,0,0,sales,low,0.625
7665,0.48,0.89,4,145,3,0,0,0,sales,low,0.028291271
7666,0.27,0.76,4,108,10,0,0,0,sales,medium,0.053642914
7667,0.67,0.49,3,247,10,0,0,0,sales,medium,0.053642914
7668,0.48,0.7,3,213,10,0,0,0,sales,medium,0.053642914
7669,0.99,0.6,4,209,8,1,0,0,IT,medium,0.053642914
7670,0.49,0.88,4,240,8,0,0,0,product_mng,medium,0.625
7671,0.39,0.45,3,100,8,1,0,0,product_mng,medium,0.053642914
7672,0.99,0.92,4,265,4,1,0,0,product_mng,medium,0.028291271
7673,0.5,0.73,3,154,10,0,0,0,IT,medium,0.053642914
7674,0.61,0.79,5,230,10,0,0,0,management,high,0.053642914
7675,0.88,0.6,4,208,7,0,0,1,management,high,0.053642914
7676,0.44,0.44,2,141,7,1,0,1,management,high,0.053642914
7677,0.73,0.78,3,262,7,1,0,1,management,high,0.053642914
7678,0.58,0.84,4,206,7,0,0,1,management,high,0.625
7679,0.74,0.98,3,166,3,1,0,1,management,high,0.028291271
7680,0.32,0.48,4,117,10,0,0,1,marketing,medium,0.053642914
7681,0.88,0.83,4,273,10,0,0,0,sales,medium,0.625
7682,0.81,0.9,4,270,10,0,0,0,accounting,medium,0.625
7683,0.59,0.92,3,138,10,0,0,0,support,low,0.625
7684,0.79,0.65,3,235,10,0,0,0,technical,low,0.053642914
7685,0.92,0.64,4,190,10,1,0,0,management,low,0.053642914
7686,0.76,0.85,3,192,3,0,0,0,marketing,low,0.028291271
7687,0.8,0.84,4,242,2,1,0,0,marketing,low,0.028291271
7688,0.73,0.72,4,233,2,0,0,0,sales,low,0.028291271
7689,0.88,0.53,3,218,4,0,0,0,sales,low,0.028291271
7690,0.65,0.4,5,125,4,0,0,0,sales,low,0.028291271
7691,0.64,0.6,3,265,4,0,0,0,sales,low,0.028291271
7692,0.66,0.72,4,271,3,0,0,0,sales,low,0.028291271
7693,0.34,0.72,3,118,4,0,0,0,IT,low,0.028291271
7694,0.48,0.8,4,196,5,0,0,0,product_mng,low,0.053642914
7695,0.51,0.71,2,180,3,0,0,0,product_mng,low,0.028291271
7696,0.84,0.78,4,263,3,0,0,0,IT,low,0.028291271
7697,0.66,0.79,5,134,3,0,0,0,management,high,0.028291271
7698,0.72,0.88,3,189,3,1,0,0,management,high,0.028291271
7699,0.53,0.91,4,167,4,0,0,0,management,high,0.028291271
7700,0.81,0.8,5,132,2,1,0,0,management,high,0.028291271
7701,0.58,0.9,3,209,2,0,0,0,management,high,0.028291271
7702,0.82,0.56,2,227,5,1,0,0,management,high,0.053642914
7703,0.72,0.99,4,239,3,0,0,0,marketing,medium,0.028291271
7704,0.9,0.54,4,172,4,0,0,0,sales,medium,0.028291271
7705,0.98,0.91,3,188,4,0,0,0,accounting,medium,0.028291271
7706,0.56,0.74,3,265,3,0,0,0,support,medium,0.028291271
7707,0.77,0.82,3,153,3,1,0,0,technical,medium,0.028291271
7708,0.61,0.89,4,242,2,0,0,0,management,medium,0.028291271
7709,0.99,0.97,4,211,2,0,0,1,marketing,low,0.028291271
7710,0.61,0.42,3,145,4,0,0,1,sales,medium,0.028291271
7711,0.72,0.71,4,256,3,0,0,1,sales,medium,0.028291271
7712,0.67,0.91,2,245,2,1,0,1,sales,medium,0.028291271
7713,0.9,0.73,4,245,2,0,0,0,sales,low,0.028291271
7714,0.64,0.88,3,252,2,0,0,0,sales,low,0.028291271
7715,0.64,0.94,4,210,3,0,0,0,product_mng,low,0.028291271
7716,0.65,0.95,2,180,2,0,0,0,product_mng,low,0.028291271
7717,0.69,0.9,5,103,5,0,0,0,product_mng,low,0.625
7718,0.73,0.9,5,184,3,0,0,0,IT,low,0.028291271
7719,0.39,0.91,2,212,2,0,0,0,management,high,0.028291271
7720,0.53,0.47,6,106,6,0,0,0,management,high,0.053642914
7721,0.88,0.81,4,179,3,0,0,0,management,high,0.028291271
7722,0.68,0.79,4,184,3,0,0,0,marketing,low,0.028291271
7723,0.61,0.83,4,245,3,1,0,1,technical,low,0.028291271
7724,0.57,0.99,3,222,3,1,0,1,management,low,0.028291271
7725,0.68,0.54,4,146,4,0,0,1,marketing,medium,0.028291271
7726,0.75,0.79,4,263,3,0,0,1,marketing,medium,0.028291271
7727,0.81,0.81,5,250,4,0,0,1,sales,medium,0.028291271
7728,0.42,0.96,6,173,3,0,0,0,sales,medium,0.028291271
7729,0.63,0.5,2,230,4,0,0,0,sales,medium,0.028291271
7730,0.81,0.81,4,212,2,1,0,0,sales,medium,0.028291271
7731,0.7,0.83,5,241,2,0,0,0,sales,medium,0.028291271
7732,0.53,1,3,164,4,0,0,0,IT,medium,0.028291271
7733,0.16,0.93,6,218,6,1,0,0,product_mng,high,0.625
7734,0.7,0.95,3,158,2,0,0,0,product_mng,medium,0.028291271
7735,0.43,0.88,2,149,4,0,0,0,product_mng,medium,0.028291271
7736,0.5,0.9,5,226,2,0,0,0,management,high,0.028291271
7737,0.68,0.75,4,258,3,0,0,0,management,high,0.028291271
7738,0.69,0.75,3,253,3,0,0,0,management,high,0.028291271
7739,0.63,0.7,5,160,3,0,0,0,management,high,0.028291271
7740,0.62,0.76,5,198,3,0,0,0,sales,low,0.028291271
7741,0.2,0.7,4,225,5,0,0,0,support,low,0.053642914
7742,0.16,0.7,3,178,3,1,0,0,technical,low,0.028291271
7743,0.2,0.78,4,196,3,0,0,0,management,low,0.028291271
7744,0.7,0.93,3,250,3,0,0,0,marketing,low,0.028291271
7745,0.92,0.94,2,224,2,0,0,0,sales,low,0.028291271
7746,0.81,0.92,4,268,3,0,0,0,sales,low,0.028291271
7747,0.78,0.9,5,158,3,0,0,0,sales,low,0.028291271
7748,0.5,0.91,3,240,3,0,0,0,sales,low,0.028291271
7749,0.92,1,4,261,4,0,0,0,sales,medium,0.028291271
7750,0.74,0.87,5,224,2,0,0,0,support,medium,0.028291271
7751,0.67,0.97,4,196,3,0,0,0,support,medium,0.028291271
7752,0.84,0.44,5,131,5,1,0,0,support,medium,0.053642914
7753,0.53,0.77,2,167,2,0,0,0,support,medium,0.028291271
7754,0.86,0.71,5,273,3,0,0,0,support,medium,0.028291271
7755,0.97,0.94,4,253,3,0,0,0,support,medium,0.028291271
7756,0.69,0.87,5,174,3,0,0,0,support,medium,0.028291271
7757,0.73,0.9,3,274,2,0,0,0,support,high,0.028291271
7758,0.42,0.47,6,174,5,0,0,0,technical,low,0.053642914
7759,0.4,0.47,5,173,5,0,0,0,technical,medium,0.053642914
7760,0.33,0.41,2,198,4,0,0,0,technical,medium,0.028291271
7761,0.78,0.8,3,256,2,0,0,0,IT,medium,0.028291271
7762,0.66,0.66,4,273,4,1,0,0,IT,low,0.028291271
7763,0.6,0.45,3,104,4,0,0,0,IT,low,0.028291271
7764,0.86,0.83,4,208,3,1,0,0,IT,low,0.028291271
7765,0.39,0.75,6,185,3,0,0,1,management,high,0.028291271
7766,0.74,0.79,5,121,5,0,0,1,management,high,0.053642914
7767,0.82,0.76,4,266,3,0,0,1,management,high,0.028291271
7768,0.6,0.42,2,109,6,0,0,0,sales,low,0.053642914
7769,0.72,0.99,3,143,4,0,0,0,sales,low,0.028291271
7770,0.73,0.97,3,174,3,0,0,0,sales,low,0.028291271
7771,0.74,0.94,4,157,2,0,0,0,sales,medium,0.028291271
7772,0.24,0.88,5,199,5,1,0,0,sales,medium,0.625
7773,0.93,0.89,3,255,7,1,0,0,sales,medium,0.625
7774,0.96,0.62,4,253,7,0,0,0,sales,medium,0.053642914
7775,0.16,0.68,5,149,7,1,0,0,sales,medium,0.053642914
7776,0.21,0.85,6,285,7,0,0,0,sales,medium,0.625
7777,0.69,0.54,3,164,7,0,0,0,sales,medium,0.053642914
7778,0.66,0.96,3,243,3,1,0,0,sales,medium,0.028291271
7779,0.67,0.39,2,207,7,0,0,0,sales,medium,0.053642914
7780,0.85,0.58,4,186,7,0,0,0,sales,medium,0.053642914
7781,0.37,0.92,4,211,7,0,0,0,sales,high,0.625
7782,0.91,0.82,2,241,3,0,0,0,sales,medium,0.028291271
7783,0.74,0.7,4,273,3,0,0,0,sales,medium,0.028291271
7784,0.94,0.99,2,157,3,0,0,0,sales,medium,0.028291271
7785,0.37,0.72,3,183,2,0,0,0,sales,low,0.028291271
7786,0.92,0.85,3,151,6,1,0,0,sales,low,0.625
7787,0.86,0.72,3,217,3,0,0,0,sales,low,0.028291271
7788,0.66,0.49,5,235,8,1,0,0,sales,low,0.053642914
7789,0.19,0.61,4,127,8,0,0,0,sales,low,0.053642914
7790,0.65,0.61,5,167,8,0,0,0,sales,low,0.053642914
7791,0.92,0.44,3,260,8,0,0,0,sales,low,0.053642914
7792,0.83,0.8,3,240,8,0,0,0,sales,low,0.053642914
7793,0.94,0.82,4,187,3,0,0,0,sales,low,0.028291271
7794,0.78,0.53,6,168,3,0,0,0,sales,low,0.028291271
7795,0.58,0.76,4,197,5,0,0,0,sales,low,0.053642914
7796,0.5,0.64,2,170,8,0,0,0,sales,low,0.053642914
7797,0.82,0.76,3,219,8,1,0,0,IT,low,0.053642914
7798,0.97,0.92,6,137,8,1,0,0,product_mng,low,0.625
7799,0.8,0.93,3,225,4,0,0,0,product_mng,low,0.028291271
7800,0.82,0.84,3,194,3,0,0,0,product_mng,low,0.028291271
7801,0.95,0.99,5,251,4,0,0,0,product_mng,low,0.028291271
7802,0.88,0.51,5,195,4,0,0,0,IT,low,0.028291271
7803,0.5,0.86,3,180,7,0,0,1,management,high,0.625
7804,0.53,0.8,2,225,7,1,0,1,management,high,0.053642914
7805,0.82,0.74,3,229,7,0,0,1,management,high,0.053642914
7806,0.15,0.74,6,144,7,0,0,1,management,high,0.053642914
7807,0.92,0.7,3,129,3,0,0,1,management,high,0.028291271
7808,0.53,0.74,3,172,10,0,0,1,management,high,0.053642914
7809,0.58,1,4,220,10,0,0,0,marketing,medium,0.625
7810,0.88,0.74,3,273,10,0,0,0,sales,medium,0.053642914
7811,0.85,0.72,3,245,10,0,0,0,accounting,medium,0.053642914
7812,0.99,0.68,5,264,10,1,0,0,support,medium,0.053642914
7813,0.94,0.73,3,268,10,0,0,0,technical,medium,0.053642914
7814,0.63,0.94,3,172,3,0,0,0,management,medium,0.028291271
7815,0.85,0.9,3,245,3,0,0,0,marketing,medium,0.028291271
7816,0.71,0.66,3,268,4,0,0,0,marketing,high,0.028291271
7817,0.49,0.88,4,244,3,0,0,0,sales,low,0.028291271
7818,0.71,0.69,4,222,4,0,0,0,sales,medium,0.028291271
7819,0.48,0.72,3,143,4,0,0,0,sales,medium,0.028291271
7820,0.82,0.79,3,160,3,0,0,0,sales,medium,0.028291271
7821,0.83,0.76,2,255,7,0,0,0,sales,low,0.053642914
7822,0.85,0.87,4,152,7,0,0,0,sales,low,0.625
7823,0.57,0.64,4,226,7,0,0,0,sales,low,0.053642914
7824,0.16,0.63,5,266,7,0,0,0,IT,low,0.053642914
7825,0.85,0.64,5,256,7,0,0,0,product_mng,low,0.053642914
7826,0.9,0.89,4,254,7,0,0,0,product_mng,low,0.625
7827,0.92,0.64,2,104,7,0,0,0,product_mng,low,0.053642914
7828,0.9,0.48,4,136,7,0,0,0,IT,low,0.053642914
7829,0.82,0.8,5,205,3,0,0,0,IT,low,0.028291271
7830,0.84,0.81,4,236,3,1,0,0,IT,low,0.028291271
7831,0.82,0.82,3,148,3,0,0,0,IT,low,0.028291271
7832,0.8,0.8,4,146,3,1,0,0,IT,low,0.028291271
7833,0.6,0.85,3,242,2,0,0,0,IT,low,0.028291271
7834,0.14,0.38,5,115,6,1,0,0,marketing,high,0.053642914
7835,0.85,0.89,4,150,3,0,0,0,accounting,high,0.028291271
7836,0.55,0.81,3,239,8,0,0,0,accounting,high,0.053642914
7837,0.49,0.71,4,178,8,0,0,0,IT,medium,0.053642914
7838,0.82,0.58,5,263,8,0,0,0,IT,medium,0.053642914
7839,0.59,0.77,3,272,8,0,0,0,management,high,0.053642914
7840,0.9,0.82,3,133,8,0,0,0,marketing,medium,0.625
7841,0.62,0.72,3,149,3,1,0,0,marketing,medium,0.028291271
7842,0.79,0.87,4,223,5,0,0,0,sales,medium,0.625
7843,0.49,0.89,4,201,8,0,0,0,sales,medium,0.625
7844,0.73,0.67,2,139,8,0,0,0,sales,medium,0.053642914
7845,0.67,0.49,5,241,8,0,0,0,sales,medium,0.053642914
7846,0.52,0.61,4,187,4,1,0,0,sales,medium,0.028291271
7847,0.48,0.5,5,142,4,0,0,0,IT,medium,0.028291271
7848,0.19,0.79,4,229,4,0,0,0,product_mng,medium,0.028291271
7849,0.49,0.49,3,104,7,0,0,0,product_mng,high,0.053642914
7850,0.9,0.76,3,255,7,0,0,0,product_mng,low,0.053642914
7851,0.49,0.49,4,212,7,0,0,0,product_mng,medium,0.053642914
7852,0.6,0.53,2,235,7,0,0,0,IT,medium,0.053642914
7853,0.62,0.85,3,237,3,1,0,0,IT,medium,0.028291271
7854,0.64,0.5,4,253,10,0,0,1,management,high,0.053642914
7855,0.22,0.94,3,193,10,0,0,1,management,high,0.625
7856,0.9,0.55,3,259,10,1,0,1,management,high,0.053642914
7857,0.74,0.95,5,266,10,0,0,1,management,high,0.625
7858,0.85,0.54,3,185,10,0,0,1,management,high,0.053642914
7859,0.33,0.65,3,172,10,0,0,1,marketing,high,0.053642914
7860,0.5,0.73,4,180,3,0,0,0,IT,low,0.028291271
7861,0.8,0.86,5,262,6,0,1,0,sales,medium,0.625
7862,0.11,0.88,7,272,4,0,1,0,sales,medium,1
7863,0.72,0.87,5,223,5,0,1,0,sales,low,0.625
7864,0.1,0.77,6,247,4,0,1,0,sales,low,1
7865,0.92,0.85,5,259,5,0,1,0,sales,low,0.625
7866,0.89,1,5,224,5,0,1,0,sales,low,0.625
7867,0.11,0.81,6,305,4,0,1,0,sales,low,1
7868,0.84,0.92,4,234,5,0,1,0,sales,low,0.625
